redstone_print_and_mail_id,fire_dept,fire_chief,full_address,address,city,state,zip,office_number,fax_number,general_email,chief_email,dept_website,city_website,macs_designator,personnel,county,fire_dept_id,data_as_of
827,"Solvang Fire Dept.","Dwight Pepin , Fire Chief","1644 Oak Street Solvang CA 93463","1644 Oak Street",Solvang,CA,93463,"(805) 688- 6046","(805) 686- 2049",,dpepin@cityofsolvang.com,www.cityofsolvang.com/fire,www.cityofsolvang.com,SVG,"Mostly Volunteer","Santa Barbara",42045,"Feb 2019"
828,"Sonoma Co. Dept of 	Emergency Ser., CSA #40","Mark Aston , Fire Chief/Director   2300 County Center Drive, #221, Bldg. A","1644 Oak Street Solvang CA 93463","1644 Oak Street",Solvang,CA,93463,"(707) 565- 6095","(707) 565- 1172","www.sonoma -county.org/des/fire_service.htm","www.sonoma -county.org","SSR   Personnel: Mostly Volunteer","Sonoma   Fire Dept. ID: 49201",SVG,"Mostly Volunteer","Santa Barbara",42045,"Feb 2019"
829,"Sonoma Valley Fire & Rescue Authority","Steven Akre , Fire Chief","630  - 2nd Street West Sonoma CA 95476","630  - 2nd Street West",Sonoma,CA,95476,"(707) 996- 2102","(707) 996- 2868",,stevea@svfra.org,SVFRA.org,www.sonomacity.org,SON,"Mostly Paid",Sonoma,49200,"Feb 2019"
830,"Sonora Fire D	ept.","Aimee New , Fire Chief","201 S. Shepherd Street Sonora CA 95370","201 S. Shepherd Street",Sonora,CA,95370,"(209) 484- 8788","(209) 532- 5936",sfd@sonoraca.com,firechief@sonoraca.com,www.sonorafire.com,www.sonoraca.com,SOF,"Mostly Volunteer",Tuolumne,55020,"Feb 2019"
831,"South Coast Fire Protection Dist.","Leighton Nelson , Fire Chief","P.O. Box 334 Gualala CA 95445","P.O. Box 334",Gualala,CA,95445,"(707) 884- 4700","(707) 884- 4700",,Leighton@mcn.org,,,SCF,Volunteer,Mendocino,23040,"Feb 2019"
832,"South Lake County Fire Protection Dist.","Markert Reina , Fire Chief","P.O. Box 1360 Middletown CA 95461","P.O. Box 1360",Middletown,CA,95461,"(707) 987- 3089","(707) 987- 9478",,,,,MDT,"Mostly Volunteer",Lake,17040,"Feb 2019"
833,"South Lake Tahoe Fire Dept.","Lorenzo Gigliotti , Fire Chief","2101 Lake Tahoe Blvd. South Lake Tahoe CA 96150","2101 Lake Tahoe Blvd.","South Lake Tahoe",CA,96150,"(530) 542- 6167","(530) 541- 0634",,"jmeston@ci.south -lake -tahoe.ca.us",www.sltfd.org,"www.ci.south -lake -tahoe.ca.us",SLT,Paid,"El Dorado",09060,"Feb 2019"
834,"South Pasadena Fire Dept.","Jerry Wallace , Fire Chief","817 Mound Ave. So. Pasadena CA 91030","817 Mound Ave.","So. Pasadena",CA,91030,"(626) 403- 7300","(626) 403- 7301",,jwallace@ci.southpasadena.ca.us,"www.ci.south -pasadena.ca.us/fire/index.html","www.ci.south -pasadena.ca.us",SPS,Paid,"Los Angeles",19195,"Feb 2019"
835,"South Placer Fire Protection Dist.","Eric Walder , Fire Chief","6900 Eureka Road Granite Bay CA 95746","6900 Eureka Road","Granite Bay",CA,95746,"(916) 791- 7059","(916) 791- 2199",tcorado@southplacerfire.org,ewalder@southplacerfire.org,www.southplacerfire.org,,SPL,"Mostly Paid",Placer,31150,"Feb 2019"
836,"South San Francisco Fire Dept.","Gerald Kohlmann , Fire Chief","480 N. Canal Street S San Francisco CA 94080","480 N. Canal Street","S San Francisco",CA,94080,"(650) 829- 3950","(650) 829- 3954","web -fd@ssf.net",gerald.kohlmann@ssf.net,http://www.ssf.net/416/Fire,http://www.ssf.net,SSF,Paid,"San Mateo",41095,"Feb 2019"
837,"South Santa Clara County Fire District","Steven Woodill , Fire Chief","15670 Monterey Street Morgan Hill CA 95037","15670 Monterey Street","Morgan Hill",CA,95037,"(408) 779- 2121","(408) 779- 1679",kathy.athey@fire.ca.gov,steve.woodill@fire.ca.gov,www.ssccfd.com,www.sccgov.org,SCC,"Mostly Paid","Santa Clara",43045,"Feb 2019"
838,"South Yreka Fire Protection Dist.","Tom Bagwell , Fire Chief","3420 Easy Street Yreka CA 96097","3420 Easy Street",Yreka,CA,96097,"(530) 842- 1477",no_fax,,SYFD@snowcrest.net,,,SYR,Volunteer,Siskiyou,47115,"Feb 2019"
839,"Southern Inyo Fire Protection Dist.","Paul Postle , Fire Chief","P.O. Box 51 Tecopa CA 92389","P.O. Box 51",Tecopa,CA,92389,"(760) 852- 4130","(760) 852- 4130",,paul2701@direcway.com,,,TSH,"Mostly Volunteer",Inyo,14042,"Feb 2019"
840,"Southern Marin Fire Protection Dist.","Christian Tubbs , Fire Chief","308 Reed Blvd Mill Valley CA 94941","308 Reed Blvd","Mill Valley",CA,94941,"(415) 388- 8182","(415) 388- 8181",,ctubbs@smfd.org,www.xmrfire.org/som/default.aspx,,SMF,Paid,Marin,21045,"Feb 2019"
841,"Spalding Volunteer Fire Dept.","James Watts , Fire Chief","502- 907 Mahogany Way Susanville CA 96130","502- 907 Mahogany Way",Susanville,CA,96130,"(530) 825- 2129",no_fax,,,,,EGL,Volunteer,Lassen,18065,"Feb 2019"
842,"Speedway Volunteer Fire Dept.","Lawrence Fidler , Fire Chief","P.O. Box 1538 Highland CA 92346","P.O. Box 1538",Highland,CA,92346,"(951) 369- 1156","(951) 369- 1156",info1@speedwayvfd.org,,www.speedwayvfd.org,,SWV,Volunteer,"San Bernardino",19240,"Feb 2019"
843,"Spreckels Volunteer Fire Dept.","Rich Foster , Fire Chief","P.O. Box 7372 Spreckels CA 93962","P.O. Box 7372",Spreckels,CA,93962,"(831) 455- 2211",no_fax,,,,,SPR,Volunteer,Monterey,27100,"Feb 2019"
844,"Spring Valley Volunteer Fire Dept.","Mike Serpa , Fire Chief","P.O. Box 360211 Milpitas CA - 0211","P.O. Box 360211",Milpitas,CA,"- 0211","(408) 421- 9900","(408) 934- 0763",hackyman@pacbell.net,mserpa@svvfd.org,www.svvfd.org,,SPV,Volunteer,"Santa Clara",43140,"Feb 2019"
845,"Squaw Valley Fire 	Dept.","Peter Bansen , Fire Chief","P.O. Box 2522 Olympic Valley CA -2522","P.O. Box 2522","Olympic Valley",CA,-2522,"(530) 583- 6111","(530) 583- 0624",fire@svpsd.org,pbansen@svps.org,http://68.126.19.36/fire/intro.asp,www.svpsd.org,SQU,"Mostly Paid",Placer,31070,"Feb 2019"
846,"St. Helena Fire Dept.","Kevin Twohey , Fire Chief","1480 Main Street Saint Helena CA 94574","1480 Main Street","Saint Helena",CA,94574,no_office,"(707) 963- 7057","fire@ci.st -helena.ca.us","kevint@ci.st -helena.ca.us","fire.ci.st -helena.ca.us","www.ci.st -helena.ca.us",STH,Volunteer,Napa,28015,"Feb 2019"
847,"Standish Litchfield Fire Protection Dist.","Jim Rauch , Fire Chief","P.O. Box 120 Standish CA 96128","P.O. Box 120",Standish,CA,96128,"(530) 254- 6601",no_fax,,,,,STL,"Mostly Volunteer",Lassen,18030,"Feb 2019"
848,"Stanford Fire Marshal","Joseph Leung , Fire Marshal","480 Oak Road Palo Alto CA 94305","480 Oak Road","Palo Alto",CA,94305,"(650) 723- 0609","(650) 725- 3468",,jleung@stanford.edu,www.stanford.edu/dept/ehs,www.stanford.edu,SUF,Paid,"Santa Clara",43130,"Feb 2019"
849,"Stanislaus Consolidated Fire Protection Dist.","Stephen Mayotte , Fire Chief","3324 Topeka Street Riverbank CA 95367","3324 Topeka Street",Riverbank,CA,95367,"(209) 869- 7470","(209) 869- 7475",admin@scfpd.us,smayotte@scfpd.us,www.scfpd.us,,SSL,"Mostly Paid",Stanislaus,50075,"Feb 2019"
850,"State Fire Marshal","Tonya Hoover , State Fire Marshal","1131 S St., P.O. Box 944246 Sacramento CA 95811","1131 S St., P.O. Box 944246",Sacramento,CA,95811,no_office,"(916) 445- 8509",,tonya.hoover@fire.ca.gov,www.osfm.fire.ca.gov,www.fire.ca.gov,,Paid,Sacramento,34999,"Feb 2019"
851,"Stevens Creek Volunteer Fire 	Dept.","John Schafer , Fire Chief","P.O. Box 2673 Cupertino CA 95015","P.O. Box 2673",Cupertino,CA,95015,"(408) 867- 1230",no_fax,fire@scvfd.org,,www.scvfd.org,www.cupertino.org,,Volunteer,"Santa  Clara",43145,"Feb 2019"
852,"Stinson Beach Fire Protection Dist.","Kenny Stevens , Fire Chief","P.O. Box 127 Stinson Beach CA 94970","P.O. Box 127","Stinson Beach",CA,94970,"(415) 868- 0622","(415) 868- 9256",,,,,SNB,Volunteer,Marin,21095,"Feb 2019"
853,"Stockton Fire Dept.","Erik Newman , Fire Chief","425 N. El Dorado Street Stockton CA 95202","425 N. El Dorado Street",Stockton,CA,95202,"(209) 937- 8469","(209) 937- 8836",fire@ci.stockton.ca.us,erik.newman@stocktonca.gov,,,SNB,Volunteer,"STO   Personnel: Paid","ERROR extracting [fire_dept_id] field from: MACS Designator:  STO   Personnel: Paid","Feb 2019"
854,"Stockton Fire Dept.","Erik Newman , Fire Chief","Susanville , CA   96130 ERROR no city field in Office:  (530) 825- 3166    Fax: (530) 825- 3350  ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Susanville , CA   96130","ERROR no city field in Office:  (530) 825- 3166    Fax: (530) 825- 3350  ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(209) 937- 8469","(209) 937- 8836",,,,"SBG   Personnel:  Volunteer",SNB,Volunteer,"STO   Personnel: Paid","ERROR extracting [fire_dept_id] field from: MACS Designator:  STO   Personnel: Paid","Feb 2019"
855,"Strawberry Volunteer Fire Dept.","Thomas Brick , Fire Chief","P.O. Box 85 Strawberry CA 95375","P.O. Box 85",Strawberry,CA,95375,"(209) 965- 3513",no_fax,,,,,STW,Volunteer,Tuolumne,55025,"Feb 2019"
856,"Suisun City Fire Dept.","Michael O&#39;Brien, Fire Chief","621 Pintail Drive Suisun City CA 94585","621 Pintail Drive","Suisun City",CA,94585,"(707) 425- 9133","(707) 421- 7398",,mobrien@suisun.com,"www.ci.suisun -city.ca.us/Pub_safety/Fire/fire.html",www.suisun.com,SUC,"Mostly Volunteer",Solano,48050,"Feb 2019"
857,"Suisun Fire Protection Dist.","Ronald Glantz , Fire  Chief","445 Jackson Street Fairfield CA 94533","445 Jackson Street",Fairfield,CA,94533,"(707) 425- 3605","(707) 425- 3615",,,,,SUI,"Mostly Volunteer",Solano,48030,"Feb 2019"
858,"Susan River Fire Protec	tion Dist.","Glenn Hodgson , Fire Chief","472- 355 Richmond Road, North Susanville CA 96130","472- 355 Richmond Road, North",Susanville,CA,96130,"(530) 257- 7477","(530) 257- 7132",,,,,SSN,Volunteer,Lassen,18040,"Feb 2019"
859,"Susanville Fire Dept.","Stu Ratner , Fire Chief","1505 Main Street Susanville CA 96130","1505 Main Street",Susanville,CA,96130,"(530) 257- 5152","(530) 257- 5535",fire@cityofsusanville.org,,www.cityofsusanville.org,www.cityofsusanville.org,SUS,"Mostly Volunteer",Lassen,18035,"Feb 2019"
860,"Susanville Indian Rancheria Fire Dept.","Brandon Guiterez , Tribal Chairman","1505 Main Street Susanville CA 96130","1505 Main Street",Susanville,CA,96130,"(530) 257- 5152","(530) 257- 5535",,,"http://www.sir -nsn.gov/natural -resources/","SVR   Personnel:  Paid",SUS,"Mostly Volunteer",Lassen,18035,"Feb 2019"
861,"Sutter County Fire Dept.","Dan Yager , Fire Chief","1280 Barry Road Yuba City CA 95991","1280 Barry Road","Yuba City",CA,95991,"(530) 822- 7400","(530) 822- 7109",,dyager@co.sutter.ca.us,,www.co.sutter.ca.us,STC,"Mostly Volunteer",Sutter,51055,"Feb 2019"
862,"Sutter Creek Fire Protection Dist.","Charles Martin , Fire  Chief","P.O. Box 365 Sutter Creek CA 95685","P.O. Box 365","Sutter Creek",CA,95685,"(209) 267- 0285","(209) 267- 0587",,chief_martin@suttercreekfire.com,,,SUT,Volunteer,Amador,03035,"Feb 2019"
863,"Sycuan Fire Dept.","Mitch Villalpando , Fire Chief","5449 Sycan Road El Cajon CA 92019","5449 Sycan Road","El Cajon",CA,92019,"(619) 445- 2893","(619) 445- 6991",,,"www.sycuantribe.com/html/fire -department.html",www.sycuan.com,SYC,Paid,"San Diego",37224,"Feb 2019"
864,"Taft Fire Dept.","Ken Scott , Acting Fire Chief","801 Center Taft CA 93268","801 Center",Taft,CA,93268,"(661) 765- 4136","(661) 765- 4135",firestation@bak.rr.com,"kscott -tfd@bak.rr.com",www.cityoftaft.org/fire_dept.php,www.cityoftaft.org,TFT,"Mostly Paid",Kern,15035,"Feb 2019"
865,"Tehachapi Correctional Institution","Kelly Fried , Fire Chief","P.O. Box 1031 Tehachapi CA 93581","P.O. Box 1031",Tehachapi,CA,93581,"(661) 822- 4402","(661) 823- 5021",,kelly.fried@cdcr.ca.gov,,,TPC,Paid,Kern,15410,"Feb 2019"
866,"Tehachapi Fire Dept.","Timothy McLaughlin , Fire Chief","115 S. Robinson Street Tehachapi CA 93561","115 S. Robinson Street",Tehachapi,CA,93561,"(805) 822- 2200","(805) 822- 8559",,tmclaughlin@tehachapifire.com,www.tehachapicityhall.com/firedept.html,www.tehachapicityhall.com,THC,"Mostly Volunteer",Kern,15040,"Feb 2019"
867,"Tehama County Fire Dept.","Gary Durden,  Fire Chief","604 Antelope Blvd. Red Bluff CA 96080","604 Antelope Blvd.","Red Bluff",CA,96080,"(530) 528- 5199","(530) 529- 8538",,gary.durden@fire.ca.gov,www.fire.ca.gov,,TCR,"Mostly Volunteer",Tehama,52030,"Feb 2019"
868,"Telegraph Ridge Fire Protection Dist.","Peter Lawsky , Fire Chief","P.O. Box 1152 Redway CA 95560","P.O. Box 1152",Redway,CA,95560,"(707) 986- 7488",no_fax,,,,,TEL,Volunteer,Humboldt,12184,"Feb 2019"
869,"Templeton Fire Protection Dist.","Greg O&#39;Sullivan , Fire Chief","420 Crocker St. Templeton CA 93465","420 Crocker St.",Templeton,CA,93465,"(805) 434- 4911","(805) 434- 4820",tfd@templetoncsd.org,,www.templetoncsd.org/fire.aspx,www.templetoncsd.org,TEM,"Mostly Volunteer","San Luis Obispo",40075,"Feb 2019"
870,"Tennant Fire Dept.","Darrell Williams , Fire Chief","13511 Tennant Road Macdoel CA 96058","13511 Tennant Road",Macdoel,CA,96058,"(530) 398- 4709","(000) 000- 0000",,,,,TEN,Volunteer,Siskiyou,47130,"Feb 2019"
871,"Tesoro Fire Dept.","Les Miller , Fire Chief","Golden Eagle Refinery Martinez CA 94553","Golden Eagle Refinery",Martinez,CA,94553,"(925) 370- 3686","(925) 372- 3052",,les.w.miller@tsocorp.com,,,TOS,Paid,"Contra Costa",07135,"Feb 2019"
872,"Tesoro Refinery Fire Dept.","Eric Brown , Fire Chief","1801 E. Sepulveda Blvd. Carson CA -6121","1801 E. Sepulveda Blvd.",Carson,CA,-6121,"(310) 816- 8511","(310) 816- 3504",,eric.a.brown@tsocorp.com,,,TSO,Paid,"Los Angeles",19905,"Feb 2019"
873,"The Sea Ranch Fire Dept.","Michael Scott, Fire Chief","P.O. Box 65 Sea Ranch CA - 0065","P.O. Box 65","Sea Ranch",CA,"- 0065","(707) 785- 2648","(707) 785- 3349",,,,,TSR,Volunteer,Sonoma,49070,"Feb 2019"
874,"Thorton Fire Protection Dist.","Vince Trfuri , Fire Chief","P.O. Box 78 Thornton A 95686","P.O. Box 78",Thornton,A,95686,"(209) 794- 2460","(209) 794- 2003",,chrismac@softcom.net,,,THO,"Mostly Volunteer","San Joaquin",39115,"Feb 2019"
875,"Tiburon Fire Protection Dist.","Richard Pearce , Fire Chief","1679 Tiburon Blvd. Belvedere -Tiburon CA 94920","1679 Tiburon Blvd.","Belvedere -Tiburon",CA,94920,"(415) 435- 7200","(415) 435- 7205",,rpearce@tiburonfire.org,www.tiburonfire.org,,TIB,"Mostly Paid",Marin,21100,"Feb 2019"
876,"Timber Cove Fire Protection Dist.","Michael Singer, Fire Chief","30800 Seaview Road Cazadero CA 95421","30800 Seaview Road",Cazadero,CA,95421,"(707) 847- 3368",no_fax,,zip@mcn.org,,,TIM,Volunteer,Sonoma,49225,"Feb 2019"
877,"Torrance Fire Dept.","Martin Serna , Fire Chief","1701 Crenshaw Blvd. Torrance CA 90501","1701 Crenshaw Blvd.",Torrance,CA,90501,"(310) 781- 7000","(310) 781- 7030",ddumais@torrnet.com,mserna@torranceca.gov,www.tfd.torrnet.com,www.ci.torrance.ca.us,TOR,Paid,"Los Angeles",19200,"Feb 2019"
878,"Travis AFB Fire Dept.","John Speakman , Fire Chief","191 W Street Travis A.F.B. CA 94535","191 W Street","Travis A.F.B.",CA,94535,"(707) 424- 0850","(707) 424- 0060",,john.speakman@travis.af.mil,,www.travis.af.mil,TRV,Paid,Solano,48830,"Feb 2019"
879,"Trinidad Volunteer Fire Dept.","Tom Marquetter , Fire Chief","P.O. Box 390 Trinidad CA 95570","P.O. Box 390",Trinidad,CA,95570,"(707) 677- 0224","(707) 677- 3759",,,,,TRN,Volunteer,Humboldt,12120,"Feb 2019"
880,"Trinity Center Community Services Dist.","Steve Renten , Fire Chief","PO Box 177 Trinity Center CA 96091","PO Box 177","Trinity Center",CA,96091,"(530) 266- 3378",no_fax,,,,,TCC,Volunteer,Trinity,53015,"Feb 2019"
881,"Truckee Fire Protection Dist.","Robert Bena , Fire Chief","P.O. Box 2768 Truckee CA 96160","P.O. Box 2768",Truckee,CA,96160,"(530) 582- 7853",no_fax,truckeefire@truckeefire.org,bobbena@truckeefire.org,www.truckeefire.org,www.townoftruckee.com,TRK,"Mostly Paid",Nevada,29060,"Feb 2019"
882,"Truckee Fire Protection Dist.","Robert Bena , Fire Chief","800 S. Backstone Street Tulare CA 93274","800 S. Backstone Street",Tulare,CA,93274,"(559) 684- 4300","(559) 685- 2397",,wepps@ci.tulare.ca.us,,www.townoftruckee.com,TRK,"Mostly Paid","TLR   Personnel:  Paid","ERROR extracting [fire_dept_id] field from: MACS Designator:  TLR   Personnel:  Paid","Feb 2019"
883,"Tulare County Fire Dept.","Charlie  Norman , Fire Chief","PO Box 7030 Visalia CA 93290","PO Box 7030",Visalia,CA,93290,"(559) 622- 7600","(559) 747- 1024",jenfiedjian@co.tulare.ca.us,cnorman@co.tulare.ca.us,http://www.co.tulare.ca.us/government/fire/default.asp,www.co.tulare.ca.us,TLC,"Mostly Paid",Tulare,54050,"Feb 2019"
884,"Tule River Community Fire Dept.","Ted Reese , Fire Chief","P.O. Box 589 Porterville CA 93258","P.O. Box 589",Porterville,CA,93258,"(559) 784- 1590","(559) 784- 2134",,t.reese.Tule@hotmail.com,,,TIA,"Mostly Paid",Tulare,54053,"Feb 2019"
885,"Tulelake Multi County Fire Dept.","Steve Scott , Fire Chief","PO Box 306 Tulelake CA 96134","PO Box 306",Tulelake,CA,96134,"(530) 667- 2997","(530) 667- 2923",t.ufd@cot.net,,,,TUL,Volunteer,Siskiyou,47075,"Feb 2019"
886,"Tuolumne County Fire Dept.","Julie Henriques , Assistant County Warden","PO Box 306 Tulelake CA 96134","PO Box 306",Tulelake,CA,96134,"(530) 667- 2997","(530) 667- 2923",,www.tuolummecounty.ca.gov,www.tuolumnecounty.ca.gov,"TLU   Personnel:  Mostly Volunteer",TUL,Volunteer,ERROR,ERROR,"Feb 2019"
887,"Tuolumne County Fire Dept.","Julie Henriques , Assistant County Warden","Tuolumne , CA   95379 ERROR no city field in Office:  (209) 928- 4505   Fax: (209) 928- 9723  ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Tuolumne , CA   95379","ERROR no city field in Office:  (209) 928- 4505   Fax: (209) 928- 9723  ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(530) 667- 2997","(530) 667- 2923",chief730@bigvalley.net,,,"TUO   Personnel: Mostly Volunteer",TUL,Volunteer,ERROR,ERROR,"Feb 2019"
888,"Tuolumne County Fire Dept.","Julie Henriques , Assistant County Warden","Tuolumne , CA   95379 ERROR no city field in Office:  (209) 928- 5315    Fax: (209) 928- 3544  ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Tuolumne , CA   95379","ERROR no city field in Office:  (209) 928- 5315    Fax: (209) 928- 3544  ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(530) 667- 2997","(530) 667- 2923",tspence@mlode.com,,,"Personnel: Paid",TUL,Volunteer,ERROR,ERROR,"Feb 2019"
889,"Tuolumne County Fire Dept.","Julie Henriques , Assistant County Warden","Turlock , CA   95380 ERROR no city field in Office:  (209) 668- 5580   Fax: (209) 668- 5558  ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Turlock , CA   95380","ERROR no city field in Office:  (209) 668- 5580   Fax: (209) 668- 5558  ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(530) 667- 2997","(530) 667- 2923",tlohman@turlock.ca.us,www.turlock.ca.us/citydepartments/firedepartment,www.turlock.ca.us,"TUR   Personnel: Mostly Paid",TUL,Volunteer,ERROR,ERROR,"Feb 2019"
890,"Tuolumne County Fire Dept.","Julie Henriques , Assistant County Warden","Turlock , CA   95380 ERROR no city field in Office:  (209) 632- 3953    Fax: (209) 632- 1172  ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Turlock , CA   95380","ERROR no city field in Office:  (209) 632- 3953    Fax: (209) 632- 1172  ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(530) 667- 2997","(530) 667- 2923",rtalloni@turlock.ca.us,,,"TRL   Personnel:  Volunteer",TUL,Volunteer,ERROR,ERROR,"Feb 2019"
891,"Tuolumne County Fire Dept.","Julie Henriques , Assistant County Warden","Twain Harte , CA   95383 ERROR no city field in Office:  (209) 586- 4800   Fax: (209) 586- 4808  ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Twain Harte , CA   95383","ERROR no city field in Office:  (209) 586- 4800   Fax: (209) 586- 4808  ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(530) 667- 2997","(530) 667- 2923",,www.twainhartecsd.us/Services/Fire%20Services.htm,www.twainhartecsd.us,"TWA   Personnel: Mostly Volunteer",TUL,Volunteer,ERROR,ERROR,"Feb 2019"
892,"Tuolumne County Fire Dept.","Julie Henriques , Assistant County Warden","Twentynine Palms , CA   92277 ERROR no city field in Office:  (760) 367- 7524    Fax: (760) 367- 0423  ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Twentynine Palms , CA   92277","ERROR no city field in Office:  (760) 367- 7524    Fax: (760) 367- 0423  ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(530) 667- 2997","(530) 667- 2923",thompson@29palmsfd.org,"www.ci.twentynine -",ERROR,"www.ci.twentynine -palms.ca.us",TWP,"Mostly Volunteer","San Bernardino",36210,"Feb 2019"
893,"Two Rock Volunteer Fire Dept.","Mike Gevas , Fire Chief","P.O. Box 327 Valley Ford CA 94972","P.O. Box 327","Valley Ford",CA,94972,"(707) 876- 9900",no_fax,,,,,TWO,Volunteer,Sonoma,49125,"Feb 2019"
894,"U.S. Coast Guard of Petaluma Fire Dept.","Alfredo Ramos , Fire Chief","599 Tomales Rd., Bldg. #201 Petaluma CA 94952","599 Tomales Rd., Bldg. #201",Petaluma,CA,94952,"(707) 765- 7355","(707) 765- 7919",,aramos@d11.uscg.mil,,,CGT,"Mostly Paid",Sonoma,48840,"Feb 2019"
895,"UC Campus Fire Marshal","Richard Benton , Fire Marshal","UCSD Department 0920 La Jolla CA 92093","UCSD Department 0920","La Jolla",CA,92093,"(858) 534- 1062","(858) 534- 7982",,rbenton@ucsd.edu,,,USD,Paid,"San Diego",37830,"Feb 2019"
896,"UC Campus Fire Marshal","Scott Corrin , Marshal","Environmental Health & Safety Riverside CA 92521","Environmental Health & Safety",Riverside,CA,92521,"(951) 827- 6309","(951) 827- 5122",,scott.corrin@ucr.edu,www.ehs.ucr.edu,,UCR,Paid,Riverside,33905,"Feb 2019"
897,"UC Campus Fire Marshal","Anthony  Yeun,  Fire Marshal","317 University Hall, #1150 Berkeley CA 94720","317 University Hall, #1150",Berkeley,CA,94720,"(510) 642- 4409","(510) 643- 7595",,,,,UCB,Paid,Alameda,01925,"Feb 2019"
898,"UC Campus Fire Marshal","Vacant ,  ERT  Coordinator","50 Medical Center Way San Francisco CA 94143","50 Medical Center Way","San Francisco",CA,94143,"(415) 476- 0507","(415) 476- 0581",,,,,USF,Paid,"San Francisco",38810,"Feb 2019"
899,"UC 	Campus Fire Marshal","Chris Wiesen , Fire Marshal","University of California Santa Barbara CA 93106","University of California","Santa Barbara",CA,93106,"(805) 893- 4407","(805) 893- 8659",,Chris.wiesen@ehs.ucsb.edu,ehs.ucsb.edu/units/fire/fire.html,,USB,Paid,"Santa Barbara",42855,"Feb 2019"
900,"UC Davis Fire Dept.","Nathan Trauernicht , Fire Chief","1 Shields Ave. Davis CA 95616","1 Shields Ave.",Davis,CA,95616,"(530) 752- 1236",no_fax,fire.ucdavis.edu,ntrauernicht@ucdavis.edu,ucdavis.edu,,UCD,Paid,Yolo,57760,"Feb 2019"
901,"UC Irvine","Dale Saunders , Fire Chief","4600 Biscon Irvine CA 92697","4600 Biscon",Irvine,CA,92697,"(949) 824- 4077","(949) 824- 8539",,dsaunder@uci.edu,,www.uci.edu,UCI,Paid,Orange,30915,"Feb 2019"
902,"UC Santa Cruz Fire Dept.","Jeff Trapp , Fire  Chief","1156 High Street Santa Cruz CA 95064","1156 High Street","Santa Cruz",CA,95064,"(831) 459- 3473","(831) 459- 7608",firedpt@ucsc.edu,jtrapp@ucsc.edu,http://www2.ucsc.edu/fire_dept/,,UCZ,Paid,"San ta Cruz",44760,"Feb 2019"
903,"UCLA Fire Protection Division","Dana Johnson , Fire Marshal","501 Westwood Plaza, 4th Floor Los Angeles CA 90095","501 Westwood Plaza, 4th Floor","Los Angeles",CA,90095,"(310) 825- 2684","(310) 206- 3153",,johnson@ucfd.ucla.edu,www.ucla.edu,,UCL,Paid,"Los Angeles",19945,"Feb 2019"
904,"Ukiah Fire Dept.","Chris Dewey , Director of Public Safety","501 Westwood Plaza, 4th Floor Los Angeles CA 90095","501 Westwood Plaza, 4th Floor","Los Angeles",CA,90095,"(310) 825- 2684","(310) 206- 3153",,www.cityofukiah.com/city_hall/firedept.html,www.cityofukiah.com,"UKH    Personnel:  Mostly Paid",UCL,Paid,"Los Angeles",19945,"Feb 2019"
905,"Ukiah Valley Fire District","Dan Grebil , Fire Chief","1500 S. State Street Ukiah CA 95482","1500 S. State Street",Ukiah,CA,95482,"(707) 462- 7921","(707) 462- 2938",uvfd@sonic.net,,www.uvfd.org,www.cityofukiah.com,UKV,"Mostly Volunteer",Mendocino,23080,"Feb 2019"
906,"Ukiah Valley Fire District","Dan Grebil , Fire Chief","Division  Thomas  Thompson,  Fire Chief  Marine Corps Logistics Base, Box 110700  	 	Barstow, CA   92311 ERROR no city field in Office:  (760) 577- 6732    Fax: (760) 577- 6138  ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Division  Thomas  Thompson,  Fire Chief  Marine Corps Logistics Base, Box 110700  	 	Barstow, CA   92311","ERROR no city field in Office:  (760) 577- 6732    Fax: (760) 577- 6138  ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(707) 462- 7921","(707) 462- 2938",thomas.thompson@usmc.mil,,,"MCB   Personnel:  Paid",UKV,"Mostly Volunteer",Mendocino,23080,"Feb 2019"
907,"United Technology Corporation","Daniel  Lopez , Fire Chief","600 Mercalf Rd. San Jose CA 95161","600 Mercalf Rd.","San Jose",CA,95161,"(408) 776- 4430","(408) 776- 4456",,lopezd@csd.com,,,UTC,"Mostly Volunteer","Santa Clara",43125,"Feb 2019"
