j,TOLLFREE,Company,Title,First Name,Last Name,Address,City,State,Zip,Z4,Carrier Route,Phone Number,Primary SIC Code,County,Number of Employees,Sales Volume,Fax,Website Available,Primary SIC Code Description
j,855-475-3060,TRINITY RESTAURANT GROUP WEST,,,,7741 N EL CAPITAN WAY,LAS VEGAS,NV,89143,1102,C088,7028391329,581208,CLARK,5 to 9,$500000 to $1 million,,,Restaurants
j,855-475-3060,SWEETOURS,OWNER,XIAO,YUAN,6363 S PECOS RD STE 205,LAS VEGAS,NV,89120,6293,C038,7024569200,452204,CLARK,5 to 9,$1 to 2.5 million,,SWEETOURS.COM,Helicopter Charter & Tours
j,855-475-3060,ABSOLUTE PERSONAL CARE LLC,,,,6725 S EASTERN AVE STE 1,LAS VEGAS,NV,89119,3949,C078,7026462722,808201,CLARK,5 to 9,$500000 to $1 million,,ABSOLUTEPERSONALCARE.COM,Home Health Service
j,855-475-3060,LANDWATER.COM,,,,7321 CARDIGAN BAY ST,LAS VEGAS,NV,89131,2323,C062,7022709194,731917,CLARK,5 to 9,$1 to 2.5 million,,WWW.LAND-WATER.COM,Advertising-Computer
j,855-475-3060,SILVERADO FAMILY DENTAL,OFFICE MANAGER,COLLEEN,WALSH,9777 BERMUDA RD STE 100,LAS VEGAS,NV,89183,3571,C019,7026995551,802101,CLARK,10 to 19,$1 to 2.5 million,,SILVERADOFAMILYDENTAL.COM,Dentists
j,855-475-3060,QUALITY COMMUNICATIONS,OWNER,BRADY,WELLS,6000 S EASTERN AVE,LAS VEGAS,NV,89119,3125,C030,7027951012,162314,CLARK,10 to 19,$1 to 2.5 million,7027958012,,Cable Conduit & Pole-Contractors
j,855-475-3060,KING-ALL COOLERS SVC & REPAIR,OWNER,ED,BOLAN,3046 VEGAS DR,LAS VEGAS,NV,89106,1314,C003,7026388800,507528,CLARK,5 to 9,$10 to 20 million,7026480225,,Swamp Coolers (Whls)
j,855-475-3060,WYLAND GALLERIES OF LAS VEGAS,EXECUTIVE DIRECTOR,JEANNIE,LEE,3214 W DESERT INN RD,LAS VEGAS,NV,89102,8419,C060,7026999970,599969,CLARK,10 to 19,$2.5 to 5 million,7026999965,SIGNATUREGALLERIES.COM,Art Galleries & Dealers
j,855-475-3060,PERSPECTIVE HOME HEALTH INC,OWNER,CHRIS,ESTIANDAN,6045 S FORT APACHE RD STE 110,LAS VEGAS,NV,89148,5565,C045,7029485095,808201,CLARK,5 to 9,$500000 to $1 million,,,Home Health Service
j,855-475-3060,SPECIAL RESPIRATORY CARE INC,,,,3200 POLARIS AVE,LAS VEGAS,NV,89102,8349,C060,7022486711,504712,CLARK,5 to 9,$10 to 20 million,,,Hospital Equipment & Supplies (Whls)
j,855-475-3060,UNIFIED HEALTH CARE,,,,3863 S VALLEY VIEW BLVD,LAS VEGAS,NV,89103,2910,C078,7022128661,809907,CLARK,5 to 9,$500000 to $1 million,,,Health Services
j,855-475-3060,LINDA WOODSON DERMATOLOGY,OFFICE MANAGER,B,NYIKOS,2800 N TENAYA WAY STE 203,LAS VEGAS,NV,89128,1100,C073,7027081152,801101,CLARK,5 to 9,$1 to 2.5 million,,,Physicians & Surgeons
j,855-475-3060,PULIZ MOVING & STORAGE,MANAGER,WILL,SAEMANN,4780 ARVILLE ST,LAS VEGAS,NV,89103,5402,C088,7023650010,421401,CLARK,10 to 19,$1 to 2.5 million,,PULIZMOVING.COM,Movers
j,855-475-3060,FINANCIAL SPECIALIST,,,,3355 SPRING MOUNTAIN RD,LAS VEGAS,NV,89102,8639,C002,7023206270,616201,CLARK,5 to 9,$1 to 2.5 million,,,Real Estate Loans
j,855-475-3060,SAHARA-PINES ANIMAL HOSPITAL,OWNER,KRISTINE,ZIEGLER,6533 W SAHARA AVE,LAS VEGAS,NV,89146,2909,C075,7028767580,74201,CLARK,10 to 19,$500000 to $1 million,7028760432,,Veterinarians
j,855-475-3060,F B TRANSPORTATION,,,,6655 W SAHARA AVE,LAS VEGAS,NV,89146,842,C075,7028188779,478977,CLARK,5 to 9,$500000 to $1 million,,,Transportation
j,855-475-3060,PROPERTY LINE,OWNER,HAROLD,MEMMER,2525 BOX CANYON DR,LAS VEGAS,NV,89128,429,C073,7028891063,653118,CLARK,10 to 19,$1 to 2.5 million,7028891094,PROPERTYLINE.COM,Real Estate
j,855-475-3060,ALLERGY MEDICAL ASSOC LLC,OFFICE MANAGER,DIANE,MIHALKO,6440 SKY POINTE DR,LAS VEGAS,NV,89131,4047,C011,7024630400,801101,CLARK,5 to 9,$1 to 2.5 million,,,Physicians & Surgeons
j,855-475-3060,BOCA FASHION VLG PIZZERIA INC,,,,750 S RAMPART BLVD,LAS VEGAS,NV,89145,5810,C049,7024791351,581208,CLARK,5 to 9,$500000 to $1 million,,,Restaurants
j,855-475-3060,PUCCI,,,,3720 LAS VEGAS BLVD S STE 222,LAS VEGAS,NV,89158,1638,C024,7022629671,531102,CLARK,5 to 9,$1 to 2.5 million,,,Department Stores
j,855-475-3060,NEVADA FERTILITY CARES,,,,653 N TOWN CENTER DR STE 206,LAS VEGAS,NV,89144,516,C080,7023416616,801101,CLARK,10 to 19,$2.5 to 5 million,,,Physicians & Surgeons
j,855-475-3060,V P CATERING LLC,,,,3544 WYNN RD,LAS VEGAS,NV,89103,1710,C061,7027850233,581212,CLARK,5 to 9,Less than $500000,,,Caterers
j,855-475-3060,LIVE STAR ENTERTAINMENT GROUP,,,,3960 HOWARD HUGHES PKWY,LAS VEGAS,NV,89169,5972,C064,7029903995,792227,CLARK,10 to 19,$1 to 2.5 million,,,Entertainers-Adult
j,855-475-3060,ECLIPSE BLINDS & SHUTTERS,,,,3111 S VALLEY VIEW BLVD STE O103,LAS VEGAS,NV,89102,8341,C060,7023679965,521119,CLARK,5 to 9,$1 to 2.5 million,,,Shutters
j,855-475-3060,BROWNSTONE SECURITY,OWNER,SHERICE,ASAL,2770 S MARYLAND PKWY STE 102,LAS VEGAS,NV,89109,1564,C004,7027377925,738102,CLARK,10 to 19,Less than $500000,,,Security Guard & Patrol Service
j,855-475-3060,CREATIVE POOL DESIGN,OWNER,JULIAN,EUSEBIO,9333 W SUNSET RD,LAS VEGAS,NV,89148,4845,C009,7022554977,179921,CLARK,10 to 19,$2.5 to 5 million,7022554978,,Swimming Pool Contrs Dealers & Designers
j,855-475-3060,BOAT TRADER EXCHANGE LLC,OWNER,TEAL,SCHINKEL,1555 E FLAMINGO RD STE 411,LAS VEGAS,NV,89119,5262,C010,7025786718,733105,CLARK,5 to 9,$1 to 2.5 million,,BOATTRADEREXCHANGE.COM,Advertising-Direct Mail
j,855-475-3060,ACE DENTAL,OFFICE MANAGER,HAN,TRAN,5516 BOULDER HWY STE 2A,LAS VEGAS,NV,89122,6000,C097,7025472231,802101,CLARK,5 to 9,$1 to 2.5 million,,,Dentists
j,855-475-3060,BEYOND NAIL-SPA,OWNER,MICHAEL,NGUYEN,7150 S DURANGO DR STE 170,LAS VEGAS,NV,89113,2222,C038,7027988820,723102,CLARK,5 to 9,Less than $500000,,,Manicuring
j,855-475-3060,CAVALIER RESTAURANT,OWNER,ADAM,CORRIGEN,3850 E DESERT INN RD,LAS VEGAS,NV,89121,2534,C061,7024516221,581301,CLARK,10 to 19,$1 to 2.5 million,,,Bars
j,855-475-3060,ANYTIME BAIL BONDS,OWNER,ROBERT,CHAYKIN,4300 N PECOS RD,LAS VEGAS,NV,89115,139,C054,7026438759,635101,CLARK,5 to 9,$5 to 10 million,7028698080,,Bonds-Bail
j,855-475-3060,CAFE MUNDO CUBANO,,,,5781 W SAHARA AVE,LAS VEGAS,NV,89146,3179,C044,7024324789,581208,CLARK,5 to 9,$500000 to $1 million,,,Restaurants
j,855-475-3060,SUN GARDEN APARTMENTS,OWNER,YOUSEF,YAZDINIAN,2928 N PECOS RD APT 104,LAS VEGAS,NV,89115,633,C031,7026431391,651303,CLARK,10 to 19,$1 to 2.5 million,7026448134,,Apartments
j,855-475-3060,CHEXPEDITE,,,,2929 S MARYLAND PKWY,LAS VEGAS,NV,89109,2217,C032,7029670070,738926,CLARK,5 to 9,$500000 to $1 million,,,Check Cashing Protection Systems
j,855-475-3060,TWO TURNBERRY PLACE CONDO ASSN,,,,2857 PARADISE RD,LAS VEGAS,NV,89109,5284,C008,7027321200,651301,CLARK,5 to 9,$1 to 2.5 million,,,Condominiums
j,855-475-3060,REBEL STORE,,,,4505 S MARYLAND PKWY,LAS VEGAS,NV,89154,9900,C000,7028954207,594201,CLARK,5 to 9,$500000 to $1 million,,,Book Dealers-Retail
j,855-475-3060,OSCAR'S STEAKHOUSE,,,,18 FREMONT ST,LAS VEGAS,NV,89101,5678,C078,7023867227,581208,CLARK,10 to 19,$500000 to $1 million,,,Restaurants
j,855-475-3060,WILLIAM COVINGTON,,WILLIAM,COVINGTON,5528 W LAKE MEAD BLVD,LAS VEGAS,NV,89108,3194,C051,7026775169,808201,CLARK,5 to 9,$500000 to $1 million,,,Home Health Service
j,855-475-3060,ARMOUR COAT SURFACE FINISHES,,,,4330 PRODUCTION CT,LAS VEGAS,NV,89115,182,C054,7026440601,243103,CLARK,10 to 19,$1 to 2.5 million,,,Building Materials-Manufacturers
j,855-475-3060,CALVARY COMMUNITY CHURCH,RELIGIOUS LEADER,BRUCE,MORRIS,2900 N TORREY PINES DR,LAS VEGAS,NV,89108,3955,C086,7026562900,866107,CLARK,10 to 19,Unknown,7026585006,CCALV.ORG,Churches
j,855-475-3060,CASA FUENTE CIGARS,OWNER,MICHAEL,FREY,3500 LAS VEGAS BLVD S STE S08,LAS VEGAS,NV,89109,8951,C016,7027315051,599301,CLARK,10 to 19,$5 to 10 million,7027315052,CIGARFAMILY.COM,Cigar Cigarette & Tobacco Dealers-Retail
j,855-475-3060,AMERICAN STANDARD NTRCTCLS,CHIEF EXECUTIVE OFFICER,CHARLES,GREEN,3315 E RUSSELL RD,LAS VEGAS,NV,89120,3459,C061,7024540015,514914,CLARK,10 to 19,$20 to 50 million,,ASNHEALTH.COM,Health Food Products-Wholesale
j,855-475-3060,J & J MARKETING,OWNER,JOHN,PENDERGAST,2545 CHANDLER AVE STE 26,LAS VEGAS,NV,89120,4009,C041,7027390338,275202,CLARK,5 to 9,$500000 to $1 million,7024369946,,Printers (Mfrs)
j,855-475-3060,DESTINATIONS DIRECT,PUBLISHER/EDITOR,KRISTEN,HAWKINS,376 E WARM SPRINGS RD STE 110,LAS VEGAS,NV,89119,4241,C006,7026353000,274105,CLARK,5 to 9,$2.5 to 5 million,,,Publishers (Mfrs)
j,855-475-3060,PACIFIC LIGHTING CORP,OWNER,JOEL,EHLERS,6380 S VALLEY VIEW BLVD STE 412,LAS VEGAS,NV,89118,3914,C092,7022520486,506319,CLARK,10 to 19,$10 to 20 million,7022520470,PACIFICLTG.COM,Lighting Fixtures-Wholesale
j,855-475-3060,ISLAND SMILES,OFFICE MANAGER,VICTORIA,MC CALL,8940 S MARYLAND PKWY STE 100,LAS VEGAS,NV,89123,5363,C081,7022706501,802101,CLARK,5 to 9,$1 to 2.5 million,,ISLANDSMILES.ORG,Dentists
j,855-475-3060,IAN PALAST A PROFESSIONAL CORP,OWNER,IAN,PALAST,3090 S DURANGO DR,LAS VEGAS,NV,89117,9191,C016,7023075500,653118,CLARK,5 to 9,$500000 to $1 million,7023070627,,Real Estate
j,855-475-3060,GYRO TIME,OWNER,MIKE,PISTONE,7660 W CHEYENNE AVE,LAS VEGAS,NV,89129,6760,C011,7026589729,581208,CLARK,10 to 19,$1 to 2.5 million,,GYROTIME.COM,Restaurants
j,855-475-3060,BLR PHOTOGRAPHY,OWNER,BRITTANY,HANSEN,6000 S EASTERN AVE STE 2E,LAS VEGAS,NV,89119,3132,C030,7023853686,722101,CLARK,5 to 9,Less than $500000,,BLRPHOTO.COM,Photographers-Portrait
j,855-475-3060,PIERCE DISTRIBUTION SVC CO,,,,3030 N LAMB BLVD STE 101,LAS VEGAS,NV,89115,3496,C070,7026438718,478301,CLARK,5 to 9,Less than $500000,,PIERCEDISTRIBUTION.COM,Packing & Crating Service
j,855-475-3060,QUALITY SERVICE PERSONAL CARE,,,,1515 E TROPICANA AVE STE 305,LAS VEGAS,NV,89119,6519,C092,7022590231,805904,CLARK,10 to 19,$1 to 2.5 million,,,Retirement Communities & Homes
j,855-475-3060,COMMERCIAL CREDIT CARD SYSTEMS,PRESIDENT,JIM,DOUGLAS,2250 E TROPICANA AVE,LAS VEGAS,NV,89119,6541,C015,7028957890,504428,CLARK,10 to 19,$20 to 50 million,7029950235,COMMERCIALCREDITCARD.COM,Credit Card/Credit Plns Eqpt/Supl (Whls)
j,855-475-3060,AMERICAN BENEFITS & MGMT,MANAGER,MYLINDA,MONTROY,777 N RAINBOW BLVD STE 250,LAS VEGAS,NV,89107,1187,C083,7028511414,641112,CLARK,5 to 9,$500000 to $1 million,,,Insurance
j,855-475-3060,COMPLETE AUTO & TRANS REPAIRS,MANAGER,BILL,ROSS,3344 N RANCHO DR,LAS VEGAS,NV,89130,3121,C007,7028763200,753801,CLARK,10 to 19,$1 to 2.5 million,,MASTERMTA.COM,Automobile Repairing & Service
j,855-475-3060,LA MOJARRA LOCA,MANAGER,JESUS,PACQUEZ,821 N LAMB BLVD STE 14,LAS VEGAS,NV,89110,5439,C032,7024525456,581208,CLARK,5 to 9,Less than $500000,,,Restaurants
j,855-475-3060,IMJUSGONNA OUTDOOR FURN LLC,OWNER,THOMAS,BOLDT,8358 SAN RAMON DR,LAS VEGAS,NV,89147,5234,C031,7024991607,259901,CLARK,5 to 9,$1 to 2.5 million,,WWW.IMJUSGONNA.COM,Furniture-Manufacturers
j,855-475-3060,SK RETIREMENT HOME,,,,1823 BELCASTRO ST,LAS VEGAS,NV,89117,2103,C063,7022289128,805904,CLARK,5 to 9,Less than $500000,,,Retirement Communities & Homes
j,855-475-3060,M & M SOUL FOOD CAFE,,,,3923 W CHARLESTON BLVD,LAS VEGAS,NV,89102,1620,C047,7024537685,581208,CLARK,5 to 9,$500000 to $1 million,,,Restaurants
j,855-475-3060,SCHOOL OF INTERPRETATION,MANAGER,PAUL,VENEGAS,4055 SPENCER ST STE 120,LAS VEGAS,NV,89119,5250,C050,7029322038,821103,CLARK,10 to 19,Unknown,,,Schools
j,855-475-3060,LAS VEGAS NW SVC CTR,OTHER,FRANK,RODRIGUEZ,2950 RONEMUS DR,LAS VEGAS,NV,89128,7826,C023,7022296971,554110,CLARK,5 to 9,$2.5 to 5 million,,,Alternative Fuels
j,855-475-3060,NEVADA POOLS INC,PRESIDENT,DARREN,GAGNON,5581 CAMERON ST STE A,LAS VEGAS,NV,89118,6232,C085,7028766554,78214,CLARK,10 to 19,$1 to 2.5 million,7028711097,NEVADAPOOLS.NET,Waterfalls
j,855-475-3060,COOL REFLECTIONS,OWNER,ART,STASZAK,6575 ARVILLE ST STE A,LAS VEGAS,NV,89118,4386,C092,7027366770,549903,CLARK,5 to 9,$500000 to $1 million,7027366772,,Water Companies-Bottled Bulk Etc
j,855-475-3060,CENTURY GRAPHICS INC,OWNER,BARBARA,CIMAGLIA,6380 MCLEOD DR STE 15,LAS VEGAS,NV,89120,4420,C041,7027950440,275998,CLARK,10 to 19,$1 to 2.5 million,7027986799,CENTURYGRAPHICSPRINTING.COM,Commercial Printing Nec (Mfrs)
j,855-475-3060,FCS FLOORING,OWNER,BEKKI,FREEMAN,6455 DEAN MARTIN DR STE D,LAS VEGAS,NV,89118,3869,C074,7025979997,175203,CLARK,10 to 19,$1 to 2.5 million,7025979911,,Floor Laying Refinishing & Resurfacing
j,855-475-3060,EASTERN PODIATRY,MANAGER,JUNE,SIMON,3777 PECOS MCLEOD STE 103,LAS VEGAS,NV,89121,4265,C034,7024342023,804301,CLARK,10 to 19,$1 to 2.5 million,,EASTERNPODIATRY.COM,Podiatrists
j,855-475-3060,GOLDEN SHORES INVESTMENTS,,,,2880 LAS VEGAS BLVD S,LAS VEGAS,NV,89109,1138,C001,7022077458,628203,CLARK,5 to 9,$2.5 to 5 million,,,Financial Advisory Services
j,855-475-3060,SIZZLE ME,OWNER,HANA,ZUCKER,2880 LAS VEGAS BLVD S,LAS VEGAS,NV,89109,1138,C001,7028369140,729912,CLARK,10 to 19,$500000 to $1 million,,SIZZLEHAIREXTENSIONS.COM,Hair Weaving
j,855-475-3060,TITOLO LAW OFFICE,OWNER,TIMOTHY,TITOLO,1930 VILLAGE CENTER CIR,LAS VEGAS,NV,89134,6299,,7028695100,811103,CLARK,5 to 9,$500000 to $1 million,,TITOLOLAWOFFICE.COM,Attorneys
j,855-475-3060,GALVEZ & CASCO INVESTIGATIONS,,,,3531 E RUSSELL RD,LAS VEGAS,NV,89120,2245,C051,7026360464,811103,CLARK,5 to 9,$500000 to $1 million,,,Attorneys
j,855-475-3060,WESTERN PRIDE 1547 CONSTR,,,,5012 ARVILLE ST,LAS VEGAS,NV,89118,1545,C085,7024780364,152103,CLARK,5 to 9,$2.5 to 5 million,,,General Contractors
j,855-475-3060,LAS VEGAS HOME MAGAZINE PUB,MANAGER,JEFF,LITE,8820 S MARYLAND PKWY STE 105,LAS VEGAS,NV,89123,5368,C012,7027222400,272102,CLARK,5 to 9,$1 to 2.5 million,,,Publishers-Periodical (Mfrs)
j,855-475-3060,1800 RADIATOR,,,,3245 E PATRICK LN STE B,LAS VEGAS,NV,89120,3497,C038,7028539648,553111,CLARK,10 to 19,$2.5 to 5 million,,,Automobile Parts & Supplies-Retail-New
j,855-475-3060,MOVING & RELOCATION OVERSEAS,,,,1301 WESTERN AVE,LAS VEGAS,NV,89102,2502,C026,7026056191,421401,CLARK,5 to 9,$500000 to $1 million,,,Movers
j,855-475-3060,C W GROUP,,,,4010 W ALI BABA LN,LAS VEGAS,NV,89118,1672,C078,7029381494,871110,CLARK,5 to 9,$1 to 2.5 million,7027988636,,Engineers-Civil
j,855-475-3060,QUALITY VACUUM,,,,1717 S DECATUR BLVD,LAS VEGAS,NV,89102,8598,C035,7022676080,572226,CLARK,5 to 9,$1 to 2.5 million,,,Vacuum Cleaning
j,855-475-3060,GINA'S BISTRO,,,,4226 S DURANGO DR STE 101,LAS VEGAS,NV,89147,8722,C080,7023411800,581208,CLARK,5 to 9,$500000 to $1 million,,,Restaurants
j,855-475-3060,OASIS LAS VEGAS MOTOR COACH,,,,2711 W WINDMILL LN,LAS VEGAS,NV,89123,1037,C005,7022602020,703301,CLARK,5 to 9,$1 to 2.5 million,,WWW.OASISLASVEGASRVRESORT.COM,Campgrounds
j,855-475-3060,ADVANTAGE MARKETING,,,,1516 E TROPICANA AVE,LAS VEGAS,NV,89119,6525,C092,7028959919,874213,CLARK,5 to 9,$1 to 2.5 million,,,Marketing Programs & Services
j,855-475-3060,TRUECARE PHARMACY,,,,3525 S FORT APACHE RD,LAS VEGAS,NV,89147,3434,C071,7022332009,591205,CLARK,5 to 9,$1 to 2.5 million,,,Pharmacies
j,855-475-3060,SIGNAL PERFECTION LTD,MANAGER,PJ,GOODMAN,5975 PROCYON ST,LAS VEGAS,NV,89118,3133,C074,7024507751,573113,CLARK,5 to 9,$1 to 2.5 million,7024507752,,Audio-Visual Equipment-Dealers
j,855-475-3060,IMPLANT & PERIODONTAL CTR NV,OFFICE MANAGER,AMY,HUANG,2430 E HARMON AVE STE 6,LAS VEGAS,NV,89121,5338,C073,7027330558,802101,CLARK,10 to 19,$1 to 2.5 million,,SDSDENTAL.COM,Dentists
j,855-475-3060,HOLDSWORTH INC,,,,6550 S PECOS RD STE 115,LAS VEGAS,NV,89120,2829,C042,7024505159,839905,CLARK,10 to 19,Unknown,,,Disability Services
j,855-475-3060,ACCUDATA,,,,PO BOX 95162,LAS VEGAS,NV,89193,5162,B010,7024363282,731101,CLARK,10 to 19,$1 to 2.5 million,,ACCUDATA.COM,Advertising-Agencies & Counselors
j,855-475-3060,KOSHER CHINESE RESTAURANT,,,,3250 W ALI BABA LN,LAS VEGAS,NV,89118,1634,C078,7023095974,581208,CLARK,10 to 19,$500000 to $1 million,,,Restaurants
j,855-475-3060,WE INC,,,,1801 E TROPICANA AVE STE 41,LAS VEGAS,NV,89119,6562,C092,7027988018,723106,CLARK,10 to 19,Less than $500000,,,Beauty Salons
j,855-475-3060,J RYERSON SMITH CPA LLC,OWNER,J,SMITH,3737 PECOS MCLEOD STE 101,LAS VEGAS,NV,89121,4263,C034,7028095675,872101,CLARK,5 to 9,$500000 to $1 million,,,Accountants
j,855-475-3060,SMITHS PHARMACY,,,,45 N NELLIS BLVD,LAS VEGAS,NV,89110,5330,C066,7024520224,591205,CLARK,5 to 9,$1 to 2.5 million,,,Pharmacies
j,855-475-3060,ROCKY'S PHILLY CHEESE STEAKS,OWNER,SAMMY,DAGER,7400 LAS VEGAS BLVD S STE FC29,LAS VEGAS,NV,89123,1042,C011,7022606093,581208,CLARK,5 to 9,$500000 to $1 million,7022606098,,Restaurants
j,855-475-3060,LOLA'S A LOUSIANA KITCHEN,,,,241 W CHARLESTON BLVD,LAS VEGAS,NV,89102,2591,C024,7022275652,581208,CLARK,5 to 9,$500000 to $1 million,,LOLASLASVEGAS.COM,Restaurants
j,855-475-3060,RAINBOW PARK DENTAL,,,,2950 S RAINBOW BLVD STE 200,LAS VEGAS,NV,89146,6230,C018,7022276510,802101,CLARK,5 to 9,$1 to 2.5 million,,,Dentists
j,855-475-3060,J D LOCOMOTIVE WORKS,,,,3100 SIRIUS AVE STE 108,LAS VEGAS,NV,89102,421,C060,7022570536,374303,CLARK,5 to 9,$2.5 to 5 million,,,Locomotives (Mfrs)
j,855-475-3060,MASS TRANSIT INTERACTIVE INC,,,,220 E 23RD ST,NEW YORK,NY,10010,4606,C051,2126858777,413101,NEW YORK,10 to 19,$1 to 2.5 million,,,Bus Lines
j,855-475-3060,BP REPRO GRAPHICS,,,,853 BROADWAY,NEW YORK,NY,10003,4703,C085,2127771110,733403,NEW YORK,5 to 9,$500000 to $1 million,,,Copying & Duplicating Service
j,855-475-3060,AXIOM APPAREL GROUP,PRESIDENT,FRANK,LADDERMAN,1407 BROADWAY RM 1911,NEW YORK,NY,10018,2873,C009,2127683737,562101,NEW YORK,5 to 9,$500000 to $1 million,,,Women's Apparel-Retail
j,855-475-3060,LAWRENCE GROUP,MANAGER,TOM,LEKOMETROS,307 W 38TH ST RM 1618,NEW YORK,NY,10018,9513,C027,2127642424,871202,NEW YORK,5 to 9,$1 to 2.5 million,2123546909,THELAWRENCEGROUP.COM,Architects
j,855-475-3060,BOWERY RESIDENTS COMMITTEE,MANAGER,ED,REID,149 W 132ND ST,NEW YORK,NY,10027,7801,C017,2129261154,839902,NEW YORK,5 to 9,Unknown,,BRC.ORG,Alcoholism Information & Treatment Ctrs
j,855-475-3060,LSV ADVISORS,,,,540 MADISON AVE FL 33,NEW YORK,NY,10022,3230,C282,2125460978,628203,NEW YORK,5 to 9,$2.5 to 5 million,,,Financial Advisory Services
j,855-475-3060,TECHNOLOGY STAFFING ON CALL,OWNER,GREGORY,MANTHEI,55 W 39TH ST RM 202,NEW YORK,NY,10018,574,C006,2129867100,736304,NEW YORK,10 to 19,$2.5 to 5 million,,,Employment Contractors-Temporary Help
j,855-475-3060,WISE CHOICE SOFTWARE,,,,1350 BROADWAY,NEW YORK,NY,10018,7702,C005,2126955577,573401,NEW YORK,5 to 9,$1 to 2.5 million,,,Computer Software
j,855-475-3060,NEWAY FERTILITY,,,,115 E 57TH ST # 500,NEW YORK,NY,10022,2130,C219,2127503330,801101,NEW YORK,5 to 9,$1 to 2.5 million,,,Physicians & Surgeons
j,855-475-3060,SLR REHABILITATION MEDICINE,,,,1000 10TH AVE,NEW YORK,NY,10019,1192,C045,2125236607,804911,NEW YORK,5 to 9,Less than $500000,,,Occupational Therapists
j,855-475-3060,INSTITUTE-MERCHANDISING LAB,,,,226 E 54TH ST,NEW YORK,NY,10022,4854,C155,2125880816,873104,NEW YORK,5 to 9,Unknown,,,Laboratories
j,855-475-3060,BROADWAYONLINE.COM,,,,268 W 44TH ST,NEW YORK,NY,10036,3960,C048,2124716040,737415,NEW YORK,10 to 19,$1 to 2.5 million,,BROADWAYONLINE.COM,Internet Service
j,855-475-3060,TA COCINA,OWNER,GEORGE,URZUA,710 9TH AVE,NEW YORK,NY,10019,7326,C047,2125416969,581208,NEW YORK,5 to 9,Less than $500000,,,Restaurants
j,855-475-3060,GREATER NY HOME CARE,,,,360 W 31ST ST,NEW YORK,NY,10001,2849,C053,2127361676,808201,NEW YORK,10 to 19,$1 to 2.5 million,,EXTENDEDHC.NET,Home Health Service
j,855-475-3060,USA SCHOOLS,OTHER,RICHARD,LEVITT,148 E 78TH ST,NEW YORK,NY,10075,406,C702,2127370400,821103,NEW YORK,10 to 19,Unknown,,,Schools
j,855-475-3060,440 E 62 STREET,MANAGER,RICHARD,CAMACHO,440 E 62ND ST,NEW YORK,NY,10065,8340,C621,2127549385,651303,NEW YORK,5 to 9,$2.5 to 5 million,,,Apartments
j,855-475-3060,TRANSATLANTIC TEXTILES,,,,21 E 67TH ST,NEW YORK,NY,10065,5817,C635,2123964444,594902,NEW YORK,10 to 19,$500000 to $1 million,2123960599,,Fabric Shops
j,855-475-3060,F M ARTIST MANAGEMENT,OWNER,CARL,FORSBERG,217 2ND AVE APT G,NEW YORK,NY,10003,2705,C037,2125812200,733604,NEW YORK,5 to 9,$1 to 2.5 million,2125812888,FMARTIST.COM,Artists-Commercial
j,855-475-3060,UNITED EXPRESS RADIO,,,,39 ESSEX ST,NEW YORK,NY,10002,4638,C100,2129651010,483201,NEW YORK,10 to 19,$1 to 2.5 million,,,Radio Stations & Broadcasting Companies
j,855-475-3060,GLOBAL RESEARCH,PRESIDENT,RIC,WOLF,201 E 77TH ST APT 8F,NEW YORK,NY,10075,2032,C704,2129803800,736105,NEW YORK,5 to 9,$500000 to $1 million,2126501732,GLOBALRESEARCHNET.COM,Executive Search Consultants
j,855-475-3060,ELIEZER KITCHEN CORP,,,,100 CHURCH ST FL 5,NEW YORK,NY,10007,2630,C020,2125131110,581220,NEW YORK,10 to 19,$500000 to $1 million,,,Restaurant Management
j,855-475-3060,ROCCO'S PIZZA JOINT,OWNER,NICK,ACARDE,162 7TH AVE,NEW YORK,NY,10011,1813,C057,2126339555,581222,NEW YORK,5 to 9,Less than $500000,,ROCCOSPIZZANY.COM,Pizza
j,855-475-3060,PARADOCS,PRESIDENT,BRANLY,CADET,150 BROADWAY RM 900,NEW YORK,NY,10038,4348,C018,2122685695,738116,NEW YORK,5 to 9,Less than $500000,,PARADOCSONLINE.COM,Litigation Support Service
j,855-475-3060,HONG KONG STA-LOWER EAST SIDE,OWNER,WALLACE,LAI,45 DIVISION ST,NEW YORK,NY,10002,6707,C037,2129669682,581208,NEW YORK,5 to 9,Less than $500000,,HONGKONGSTATION.US,Restaurants
j,855-475-3060,LEWISOHN SALES CO INC,,,,4001 DELL AVE,NEW YORK,NY,10001,,,2125632551,505106,NEW YORK,5 to 9,$20 to 50 million,,LEWISOHN.COM,Steel-Distributors & Warehouses (Whls)
j,855-475-3060,FASHION BUSINESS CORP,OWNER,RICKY,MANCHANDA,209 W 38TH ST RM 1109,NEW YORK,NY,10018,317,C004,2127641777,509905,NEW YORK,5 to 9,$10 to 20 million,2127644655,,Importers (Whls)
j,855-475-3060,SKANSKA USA BUILDING,,,,10 NATHAN D PERLMAN PL,NEW YORK,NY,10003,3851,C110,2123751504,152103,NEW YORK,5 to 9,$2.5 to 5 million,,,General Contractors
j,855-475-3060,PURRINGTON MOODY WEIL,,,,414 W 14TH ST FL 4,NEW YORK,NY,10014,1035,C001,2124148227,811103,NEW YORK,10 to 19,$1 to 2.5 million,,PURRINGTONMOODY.COM,Attorneys
